"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: mzVault Search"	"Annot. Source: ChemSpider Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# mzVault Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"mzCloud Best Sim. Match"	"mzVault Best Match"	"# Usable QC"	"RSD QC Areas [%]"	"RSD Corr. QC Areas [%]"	"MS2"	"Reference Ion"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Norm. Area: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Norm. Area: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Norm. Area: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 1.raw (F1)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 2.raw (F2)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 3.raw (F3)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 4.raw (F4)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 5.raw (F5)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 6.raw (F6)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 7.raw (F7)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 8.raw (F8)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 9.raw (F9)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 10.raw (F10)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 11.raw (F11)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 12.raw (F12)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 13.raw (F13)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 14.raw (F14)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 15.raw (F15)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 16.raw (F16)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 17.raw (F17)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 18.raw (F18)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 19.raw (F19)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 20.raw (F20)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 21.raw (F21)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 22.raw (F22)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 23.raw (F23)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 24.raw (F24)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 25.raw (F25)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 26.raw (F26)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 27.raw (F27)"	"Peak Rating: 220923_SG_Fredrik_RP_biological sample 28.raw (F28)"	"Peak Rating: 220923_SG_Fredrik_RP_extractionblank_2.raw (F32)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_1.raw (F36)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_2.raw (F37)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_3.raw (F38)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_4.raw (F39)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_5.raw (F40)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_6.raw (F41)"	"Peak Rating: 220923_SG_Fredrik_RP_QCPool_7.raw (F42)"
"77"	"D"	"False"	"N,N'-Diheptyl-2-hydroxy-N,N'-dimethylmalonamide"	"C19 H38 N2 O3"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.61"	"342.28845"	"343.29574"	"9.669"	"114589128.962687"	"1"	"10"	"0"	""	""	"78.8"	""	"7"	"3"	"2"	"PreferredDDA"	"[M+H]+1"	"21566827.9033521"	"91685381.5641773"	"9514207.11728673"	"115796649.832815"	"39272120.0396954"	"110516056.363076"	"35565068.3041237"	"9378566.04975824"	"21910899.957472"	"11174798.3438845"	"9634305.46338608"	"44476489.5322124"	"10578002.9222294"	"12640555.6436592"	"46598684.386416"	"9642629.17616049"	"14606649.4045751"	"11283772.2404797"	"62572109.5777459"	"13285500.2132543"	"10346998.9404946"	"66064162.0007276"	"56171543.4521477"	"11573834.7466647"	"9297423.26963889"	"15700605.734192"	"9870608.88069249"	"10482741.3428892"	"8640588.73296828"	"31643319.2366512"	"30085222.2192978"	"30106216.1520482"	"30850035.8257099"	"30053321.5536096"	"31534090.1831562"	"30294778.1811077"	"9.5"	"10.0"	"9.5"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"
"257"	"D"	"False"	"8-Hydroxyalanylclavam"	"C8 H12 N2 O5"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.53"	"216.07474"	"217.08201"	"1.037"	"112435615.484826"	"5"	"4"	"0"	""	""	"35.0"	""	"7"	"12"	"11"	"PreferredDDA"	"[M+H]+1"	"71285509.0539782"	"63120183.0747375"	"82227917.6785686"	"73814988.2577784"	"85496511.8477861"	"83418849.3028288"	"65546849.8701327"	"78933042.8780121"	"110943813.426567"	"56968608.6759324"	"75389812.4818896"	"58607770.8841461"	"82716160.0637485"	"73318012.9495261"	"77223379.8345983"	"73045406.8589591"	"65308303.5259811"	"66199812.4025713"	"91962119.7824799"	"104103498.624078"	"74483168.8521349"	"82128697.9118907"	"56352399.2618276"	"102331635.173756"	"17759312.1900117"	"68144059.2097271"	"91047122.8500581"	"59676871.2601641"	"430759.925767939"	"80184536.0759291"	"72413803.5719067"	"79763892.2269696"	"63339391.2675437"	"83519810.0729443"	"66004659.6501333"	"84627210.740189"	"7.3"	""	"4.6"	"5.1"	"6.2"	""	"6.2"	"6.7"	"6.7"	"6.7"	"7.3"	"7.3"	"7.3"	"7.8"	"7.3"	"7.3"	"5.1"	"5.1"	"6.2"	"5.1"	"5.1"	"5.1"	"5.7"	"6.2"	"5.7"	"4.6"	"6.7"	"5.1"	""	"6.7"	"5.1"	"6.7"	"5.1"	"7.3"	"5.7"	"7.3"
"108"	"C"	"False"	"D-Alanyl-D-alanine"	"C6 H12 N2 O3"	"Full match"	"Full match"	"No results"	"Not the top hit"	"0.51"	"160.08487"	"183.07407"	"1.209"	"111214298.553609"	"17"	"16"	"0"	"43.2"	"21.8"	"34.3"	""	"7"	"4"	"4"	"PreferredDDA"	"[M+Na]+1"	"82531305.3827109"	"62093356.5383923"	"39706716.7461303"	"39696761.5088682"	"64004027.6335761"	"50427695.1361687"	"99108994.2323981"	"54492521.8991425"	"31408507.459749"	"96013167.6707941"	"67816687.5585905"	"105210993.356694"	"37381519.9435683"	"64174129.4273658"	"79719419.1565537"	"17917596.6659192"	"63494528.062882"	"83688862.5976747"	"91580113.2496616"	"31650527.0667733"	"101650036.579614"	"87976721.4352989"	"113082199.055914"	"428153.601219485"	"41821258.8131411"	"76244497.4004673"	"75269697.2420414"	"45871486.4710237"	"13107963.7152311"	"46949987.017642"	"47989568.18548"	"48007137.8391934"	"47230544.8405697"	"48961159.0394577"	"49926817.6805179"	"44646489.6355827"	"8.9"	"7.8"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"8.4"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	""	"8.9"	"8.9"	"8.4"	"8.4"	"9.5"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"
"67"	"B"	"False"	"Propionylcarnitine"	"C10 H19 N O4"	"Full match"	"Full match"	"No results"	"Full match"	"0.18"	"217.13145"	"218.13872"	"1.519"	"110127772.925795"	"22"	"13"	"0"	"91.7"	"62.1"	"28.8"	""	"7"	"2"	"1"	"PreferredDDA"	"[M+H]+1"	"23560472.6486732"	"27618693.5712768"	"48800945.5773514"	"19259724.046326"	"17778129.7267711"	"19070212.9651107"	"6740873.01811314"	"53126203.421007"	"49177548.178859"	"37666452.367399"	"18244392.4597453"	"6840018.09064524"	"48016490.2261239"	"31439685.9300214"	"7931706.22268196"	"42820320.6222759"	"57199500.9083143"	"35132165.8346336"	"14277226.579063"	"26711550.5363335"	"10587839.8696319"	"10066678.5104824"	"5035064.72218763"	"23154389.8912579"	"109370248.012541"	"11525738.4215299"	"15738059.0851275"	"55257399.6665078"	"16885.0575027489"	"32988239.8798266"	"33665203.1289364"	"34401571.2369475"	"33553834.6733903"	"33710095.7126423"	"33728229.546725"	"33260741.5915382"	"10.0"	"10.0"	"10.0"	"9.5"	"10.0"	"9.5"	"9.5"	"10.0"	"10.0"	"10.0"	"9.5"	"9.5"	"10.0"	"10.0"	"9.5"	"9.5"	"10.0"	"9.5"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	""	"10.0"	"10.0"	"9.5"	"10.0"	"10.0"	"9.5"	"9.5"
"100"	"B"	"False"	"Glycerophospho-N-palmitoyl ethanolamine"	"C21 H44 N O7 P"	"Full match"	"Full match"	"No results"	"Partial match"	"0.52"	"453.28577"	"454.29305"	"13.025"	"107603983.545616"	"5"	"2"	"0"	"76.5"	"8.8"	""	""	"7"	"1"	"1"	"PreferredDDA"	"[M+H]+1"	"42353098.2218813"	"82292652.8584029"	"63815140.7542387"	"73130069.4084577"	"54456592.9110864"	"73285065.3149537"	"34178114.7575571"	"73707821.6156637"	"49273397.3246805"	"44986975.8797986"	"76714648.0249886"	"41680384.3645154"	"93864681.8239631"	"76634056.6482934"	"44865044.0927299"	"69605831.7761302"	"107406011.17644"	"60529016.3768924"	"41094167.0610948"	"52200573.3584293"	"48613967.4753937"	"37159640.6146115"	"45978005.8838281"	"80014244.4928345"	"46401351.8917539"	"41440672.4759529"	"58434190.6341524"	"49900038.6735724"	"12207.8544508312"	"64111007.4877719"	"65052939.9877136"	"64985764.7952673"	"63730154.5764055"	"63968125.1864185"	"64172187.8430836"	"65411466.2585309"	"9.5"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	""	"8.9"	"8.9"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"
"42"	"A"	"False"	"LYSINE"	"C6 H14 N2 O2"	"Full match"	"Partial match"	"Full match"	"Partial match"	"0.01"	"146.10553"	"147.11280"	"0.920"	"106546417.421203"	"17"	"12"	"1"	"58.0"	"42.3"	"36.7"	"52.0"	"7"	"6"	"6"	"PreferredDDA"	"[M+H]+1"	"102797004.558523"	"48633895.7152842"	"46898930.4197547"	"44917423.9236178"	"43482640.3308647"	"50584478.6240568"	"97424303.3797534"	"57317433.469969"	"39729272.7975241"	"43900806.2222486"	"57269076.891959"	"106284624.756272"	"43583953.6798944"	"44073185.3370195"	"86708854.3901984"	"34389903.5293729"	"30734585.378633"	"55911837.6417105"	"71964337.0125819"	"35657149.8090595"	"86278937.9729793"	"83561352.3284889"	"103306550.406537"	"47914908.4586829"	"49388013.6820293"	"80997925.2643864"	"67581331.4715603"	"42080228.5469289"	"10869.0225007356"	"56773272.7650484"	"61732751.8696528"	"63572485.1653111"	"61327380.9158006"	"57706355.4689292"	"64980740.7284059"	"56448486.6648124"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"	"8.9"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	""	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"
"96"	"D"	"False"	"N,N'-Diheptyl-3-hydroxy-N,N'-dimethylpentanediamide"	"C21 H42 N2 O3"	"Full match"	"No results"	"No results"	"Full match"	"0.77"	"370.31983"	"371.32712"	"11.298"	"105506385.221916"	"2"	"0"	"0"	""	""	""	""	"7"	"1"	"1"	"PreferredDDA"	"[M+H]+1"	"8067627.11204928"	"46543439.5453923"	"3347626.41850062"	"104932739.538369"	"31440635.4850067"	"105259314.49034"	"34061073.3622914"	"3147373.87330514"	"25812856.7513069"	"3209930.43698222"	"4052348.92274957"	"43373279.27112"	"3512927.23221567"	"19362653.5794514"	"44694371.5384665"	"4137799.80188969"	"19339907.4567814"	"6919306.74606688"	"45388160.639943"	"4952323.39981235"	"3410501.68281615"	"28745930.2435282"	"36882289.5825789"	"3680879.46192878"	"3194176.10627857"	"7611806.43698801"	"3531410.59700456"	"7417227.24212137"	"2230967.6920131"	"22438562.6373505"	"22263783.3197545"	"23043871.8809668"	"22575164.4080241"	"22826896.3598026"	"22107401.8606451"	"22685814.9075667"	"10.0"	"10.0"	"9.5"	"10.0"	"10.0"	"9.5"	"10.0"	"8.6"	"9.5"	"8.0"	"8.9"	"9.5"	"8.9"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"8.6"	"9.5"	"7.8"	"9.5"	"9.1"	"10.0"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"
"55"	"E"	"False"	"[Similar to: Betaine; ?Mass: 131.0695 Da]"	"C9 H20 N4 O4"	"Full match"	"Invalid mass"	"No results"	"No results"	"0.29"	"248.14853"	"249.15580"	"1.003"	"104739200.559935"	"0"	"6"	"0"	""	""	"27.3"	""	"7"	"9"	"9"	"PreferredDDA"	"[M+H]+1"	"46138656.0666519"	"98012293.9947862"	"74602514.1989615"	"60599558.660016"	"39739840.9993654"	"62999652.4845127"	"59633856.7285209"	"70153286.4756157"	"39027333.4623885"	"63388025.7626569"	"79157613.477014"	"71333548.9302595"	"104387567.203942"	"88311869.6676309"	"56723049.6089904"	"87022137.3008064"	"52103225.0552534"	"95013373.1044214"	"34832687.2336598"	"42391546.6468175"	"59629443.6146441"	"51789878.7193408"	"74520324.0283251"	"29605859.834777"	"44001543.2127517"	"35474237.3784286"	"50177118.9026332"	"103659196.309444"	"3006.36884636869"	"62430449.6572274"	"62009498.4519826"	"69811147.4848658"	"77725790.3531092"	"64816320.3632425"	"64336322.1541904"	"62226261.270275"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"8.4"	"8.9"	"8.9"	"9.5"	"8.9"	"8.9"	"9.5"	"8.9"	"8.9"	"9.5"	"8.4"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"8.4"	"8.9"	"8.9"	"7.8"	""	"8.9"	"8.9"	"8.9"	"9.5"	"9.5"	"8.9"	"9.5"
"121"	"D"	"False"	"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol"	"C4 H6 N6 O4"	"Full match"	"Invalid mass"	"No results"	"Full match"	"1.87"	"202.04543"	"203.05271"	"0.999"	"102134373.817477"	"1"	"14"	"0"	""	""	"38.0"	""	"7"	"2"	"2"	"PreferredDDA"	"[M+H]+1"	"36108689.5144893"	"21406282.1763511"	"17133476.9218447"	"16463514.7434529"	"19434921.7705504"	"16171463.7414765"	"28372357.1253871"	"20217623.1184025"	"10405612.412894"	"26831062.2812166"	"18126148.5045536"	"30563066.9049558"	"12409300.5362227"	"21444684.7549424"	"26514359.4160915"	"20717029.1933995"	"25899948.2591678"	"23346286.8195857"	"22641363.3018789"	"13845438.7799355"	"42136835.2130344"	"23238744.7985686"	"31285226.1974397"	"6261356.74800414"	"101303657.877872"	"30342328.2224197"	"31082419.3727841"	"21964270.1072853"	"5986.79423695665"	"28582991.4195018"	"26845194.716659"	"27037519.3909601"	"27244563.0437652"	"27704857.0649188"	"27340926.1325658"	"27795716.9825004"	"10.0"	"9.5"	"8.9"	"7.8"	"9.5"	"7.8"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"8.4"	"8.4"	"7.8"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"7.8"	"10.0"	"8.9"	"8.4"	"9.5"	"9.5"	"8.9"	""	"8.9"	"9.5"	"10.0"	"9.5"	"9.5"	"9.5"	"8.9"
"120"	"D"	"False"	"1-Stearoyl-2-hydroxy-sn-glycero-3-PE"	"C23 H48 N O7 P"	"Full match"	"Invalid mass"	"No results"	"Full match"	"0.49"	"481.31707"	"482.32435"	"14.655"	"100103174.083525"	"4"	"8"	"0"	""	""	"39.1"	""	"7"	"2"	"1"	"PreferredDDA"	"[M+H]+1"	"41923964.3819126"	"81820058.9342594"	"63189957.3992667"	"66216535.7985543"	"54430403.8855253"	"64243668.5277951"	"33922966.0657458"	"65124390.9404777"	"51355800.9102814"	"47836805.8793329"	"69217659.2484663"	"41053267.683216"	"83483446.1395387"	"78377222.7270061"	"44927797.8760349"	"68358549.9288464"	"99815142.0185416"	"51968988.2744067"	"38745921.2344395"	"44437743.6979698"	"45057276.9467759"	"37689019.7517517"	"43164078.7705931"	"72868616.0189869"	"41701576.4221689"	"38286915.2866854"	"53005466.5542249"	"50915841.935518"	"13488.8572621221"	"61030471.9059787"	"61426822.0678824"	"61761596.7791999"	"60875514.9307188"	"59837980.9955259"	"61254590.7934397"	"62084109.2172374"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"8.4"	"9.5"	"8.9"	"8.9"	"8.4"	"9.5"	""	"8.9"	"8.9"	"8.9"	"9.5"	"8.9"	"8.9"	"9.5"
"110"	"C"	"False"	"2-{2-[(19-acetamido-16,18-dihydroxy-5,9-dimethyl-6-oxoicosan-7-yl)oxy]-2-oxoethyl}butanedioic acid"	"C30 H53 N O10"	"No match"	"Invalid mass"	"No results"	"No match"	"-30676.85"	"569.34838"	"570.35565"	"12.964"	"98930627.3446652"	"2"	"1"	"0"	"42.9"	"39.8"	""	""	"7"	"2"	"1"	"PreferredDDA"	"[M+H]+1"	"65287450.3831177"	"59554147.7151785"	"45507655.7908522"	"50424614.3669233"	"40315571.9916151"	"50086869.2148477"	"53278902.383715"	"54062599.0332204"	"29687512.3448635"	"35028492.8166001"	"48352219.8382469"	"61758545.7492305"	"66382759.0769357"	"45524948.7504837"	"67016874.2969967"	"35345181.7446856"	"53607524.1019221"	"42788438.4070242"	"59274271.807052"	"41397276.7136156"	"73360233.9725973"	"66592744.9733293"	"80857788.0717924"	"70260964.6068444"	"16512259.5048505"	"63530756.5956756"	"97865152.74856"	"32038831.6646992"	"11609.937786481"	"59088467.4343593"	"59135738.7679351"	"59681048.2247954"	"58141329.1178822"	"58085283.1629046"	"59626691.0485021"	"59364686.7695522"	"9.5"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"8.4"	"8.9"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"8.4"	"8.9"	""	"8.9"	"8.4"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"
"342"	""	"False"	"PROLINE"	"C5 H9 N O2"	"Full match"	"Partial match"	"Full match"	"Partial match"	"-0.71"	"115.06325"	"116.07052"	"1.362"	"96106249.4919483"	"31"	"2"	"1"	"82.5"	"9.1"	""	"70.1"	"7"	"11"	"11"	"PreferredDDA"	"[M+H]+1"	"31122453.9441002"	"38240302.2972688"	"47048148.9627364"	"50735540.1233934"	"79664142.9026774"	"34999980.8105424"	"41617352.634099"	"51179135.8990471"	"56081902.3398989"	"44821130.1943464"	"43625445.9247951"	"35095393.5317331"	"87500003.432865"	"50379013.535682"	"53838081.9546896"	"58794268.1536223"	"56185079.3178014"	"54597112.4019862"	"26457878.5558236"	"95247445.8419446"	"14939540.1085906"	"38914590.2369266"	"37550246.4017547"	"55778254.1433149"	"58807210.8731756"	"36817171.4404427"	"11572028.3002631"	"53018164.1305518"	"11917100.7835974"	"38682382.8377457"	"35235733.4424961"	"47165787.2243502"	"39686807.8935288"	"43946250.7081409"	"39762003.7394524"	"36129817.4175343"	"7.8"	""	"8.9"	""	""	"7.3"	"7.3"	"7.8"	"7.3"	"7.3"	"7.3"	"6.7"	""	""	""	"7.3"	""	""	"7.8"	""	""	"7.8"	"7.3"	""	"7.3"	""	"6.7"	""	""	"6.7"	"7.3"	""	"7.8"	"7.3"	"7.8"	"6.7"
"165"	"E"	"False"	"[Similar to: 1-(5-anilino-1,2,4-thiadiazol-3-yl)acetone 2-(2,5-dichlorophenyl)hydrazone; ?Mass: -17.0319 Da]"	"C10 H2 N10 O7"	"Full match"	"Invalid mass"	"No results"	"No results"	"-0.42"	"374.01063"	"375.01790"	"0.995"	"95574522.6362942"	"0"	"1"	"0"	""	""	"29.5"	""	"7"	"22"	"17"	"PreferredDDA"	"[M+H]+1"	"32980895.1985223"	"33317278.5673884"	"45565318.6327272"	"44845772.4660647"	"45480773.9769703"	"75205099.6973357"	"68654075.1106822"	"64961334.0135321"	"88333582.3592248"	"30360990.0899045"	"42482217.0172672"	"54967602.1706862"	"80153911.1793718"	"42566144.8907043"	"44497360.6324612"	"44934446.8476692"	"44079447.2734684"	"39230688.3713135"	"84696155.2371713"	"58882869.2741591"	"40303467.5116239"	"49130574.0135458"	"32516102.8436327"	"65008244.7347798"	"105713739.280321"	"54004293.4726603"	"53135443.3431794"	"47038070.2287269"	"10917.6271764055"	"69356144.9935689"	"43301838.591341"	"45369124.561705"	"48789569.127348"	"51137684.4358335"	"54704994.5644997"	"57588496.1483688"	"7.3"	"6.7"	"8.4"	"7.8"	"7.8"	""	"8.4"	"6.2"	"8.9"	"7.8"	"8.9"	"7.3"	""	"8.9"	"7.3"	"7.3"	"6.7"	"6.7"	""	"7.3"	"6.7"	"6.7"	"7.3"	"7.3"	""	"7.8"	"8.4"	"7.8"	""	"8.9"	"7.8"	"7.3"	"7.3"	"8.4"	"7.8"	"8.4"
"114"	"B"	"False"	"Prolylleucine"	"C11 H20 N2 O3"	"Full match"	"Full match"	"No results"	"Partial match"	"0.18"	"228.14743"	"229.15471"	"1.138"	"91304938.4281114"	"7"	"10"	"0"	"77.3"	"8.9"	"43.5"	""	"7"	"5"	"5"	"PreferredDDA"	"[M+H]+1"	"28735091.4091262"	"61006866.5362805"	"66597765.6229917"	"38461054.9392581"	"27473620.0956094"	"37024929.080846"	"41583651.3974186"	"91750012.9973951"	"50938601.4700034"	"56403497.2926057"	"39016995.4916166"	"36315803.7035652"	"57695336.1989316"	"48435121.9815725"	"33344250.801552"	"54642332.3696034"	"40369905.5955603"	"53009700.3698432"	"27133181.2577678"	"61295867.9129448"	"46490804.472684"	"27930005.34027"	"39888612.6853757"	"56221614.6177256"	"36210379.0307681"	"27907675.0356322"	"29084810.221736"	"68107954.862424"	"7895.05742343443"	"39635139.3644363"	"44158519.7744473"	"44570301.2284913"	"45608062.7686437"	"42923152.4270354"	"44424725.4171359"	"40204451.2870353"	"7.8"	"7.8"	"7.3"	"7.3"	"8.4"	"7.8"	"7.3"	"8.4"	"7.3"	"6.7"	"8.4"	"8.4"	"7.8"	"8.4"	"7.8"	"8.4"	"7.8"	"8.4"	"8.4"	"7.8"	"8.4"	"7.8"	"7.8"	"7.8"	"7.8"	"8.4"	"8.4"	"7.8"	""	"7.8"	"7.3"	"7.8"	"7.8"	"7.8"	"7.8"	"7.8"
